product_id,brand,category,product_name,price,rating,user_id
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Jeffrey Stanley
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Matthew Coenen
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Ron Cronovich
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,C. Tipton
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,D. Tatro
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,M. Lansford Kindle fave
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Jean F. Bryant Wordwright
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Jeff Maddox
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Mr Goodwrench
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,ken
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Lucky Luke
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,George
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Kelly Beaumont
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Alexandr Petak
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,0.0,Di
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,4.0,Matthew Coenen
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,5.0,Ron Cronovich
B002Y27P3M,Amazon,"Kindle Store,Amazon Devices,Electronics",Kindle Keyboard,,3.0,Jeffrey Stanley
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,0.0,Gregory P. Baker
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,0.0,Mandy
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,0.0,Dallas
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,4.0,Gregory P. Baker
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,5.0,William Hardin
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,5.0,Mandy
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,0.0,William Hardin
B00DU15MU4,Amazon,"Categories,Amazon Devices,Streaming Media Players",Certified Refurbished Amazon Fire TV (Previous Generation - 1st),,4.0,Dallas
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,D. Miyao
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,dm
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,4.0,Corey Clarke
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,A.C
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,3.0,Vincent Pompei
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,Bob
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,JB 85
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,C. Morrow
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,,5.0,Ryan
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Tangerine,,4.0,Jbird
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Tangerine,,5.0,Devin Stephens
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Tangerine,,5.0,CHRISTOPHER JONES
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,3.0,B. Tarbuck
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,4.0,Amazon Reviewer
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,1.0,Samuel Ruiz
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,3.0,Tina L. Harmon
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,0.0,Amazon Reviewer
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,0.0,B. Tarbuck
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,0.0,Amazon Customer
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,0.0,"Things I Love Like,"
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,5.0,"Things I Love Like,"
B00DOPNLJ0,Amazon,Amazon Devices,"Kindle Fire HDX 8.9""",,0.0,Kimberly R. Norton
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,D. Miyao
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,dm
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,4.0,Corey Clarke
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,A.C
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,3.0,Vincent Pompei
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,Bob
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,JB 85
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,C. Morrow
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5.0,Ryan
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Blue,,4.0,Jbird
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Blue,,5.0,Devin Stephens
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Blue,,5.0,CHRISTOPHER JONES
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5.0,D. Miyao
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5.0,dm
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,4.0,Corey Clarke
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5.0,A.C
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,3.0,Vincent Pompei
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5.0,Bob
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5.0,JB 85
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5.0,C. Morrow
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,2.0,Randall M.
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,3.0,Dean S
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,5.0,Erika S.
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,5.0,Ashley
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,5.0,Linda Watson
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,4.0,olivarulez
B00NO8LX7E,Amazon,Amazon Devices,All-New Amazon Fire TV Game Controller,,5.0,Theresa
B00LWHUAF0,Amazon,Amazon Devices,Fire HD 7 Tablet,,5.0,JJCEO
B00LWHUAF0,Amazon,Amazon Devices,Fire HD 7 Tablet,,5.0,Liberty Standard
B00LWHUAF0,Amazon,Amazon Devices,Fire HD 7 Tablet,,5.0,Frank Epstein
B00LWHUAF0,Amazon,Amazon Devices,Fire HD 7 Tablet,,5.0,Michael Gallagher
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,2.0,Randall M.
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,3.0,Dean S
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,5.0,Linda Watson
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,5.0,Ashley
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,5.0,Theresa
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,5.0,Ekgeis
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,1.0,JEREMY L THOMPSON
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,4.0,Daultim
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,5.0,Erika S.
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,5.0,Jerry
B00NO8LX7E,Amazon,Amazon Devices,Amazon Fire TV Game Controller,,3.0,Celeste Z.
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - White,,4.0,Jbird
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - White,,5.0,Devin Stephens
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - White,,5.0,CHRISTOPHER JONES
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Magenta,,4.0,Jbird
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Magenta,,5.0,Devin Stephens
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Magenta,,5.0,CHRISTOPHER JONES
B00KDRQEYQ,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader,,5.0,Liberty Standard
B00KDRQEYQ,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader,,5.0,Rustic
B00KDRQEYQ,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader,,4.0,Michael Gallagher
B00KDRQEYQ,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader,,0.0,Rustic
B00KDRQEYQ,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader,,0.0,MoonX
B00KDRQEYQ,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader,,0.0,Michael Gallagher
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Green,,4.0,Jbird
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Green,,5.0,Devin Stephens
B01FWSVGQQ,Amazon,Amazon Devices,Amazon Tap Sling Cover - Green,,5.0,CHRISTOPHER JONES
B00OQVZDJM,Amazon,Amazon Devices,Kindle Paperwhite E-reader - Black,,5.0,BShaw
B00OQVZDJM,Amazon,Amazon Devices,Kindle Paperwhite E-reader - Black,,5.0,Desert Rat
B00OQVZDJM,Amazon,Amazon Devices,Kindle Paperwhite E-reader - Black,,5.0,J. Chambers
B00QJDVBFU,Amazon,Amazon Devices,Kindle Paperwhite 3G,,5.0,BShaw
B00QJDVBFU,Amazon,Amazon Devices,Kindle Paperwhite 3G,,5.0,Desert Rat
B00QJDVBFU,Amazon,Amazon Devices,Kindle Paperwhite 3G,,5.0,J. Chambers
B00VKLBU3Y,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,5.0,Irene
B00VKLBU3Y,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,3.0,FreeSpirit
B00VKLBU3Y,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,5.0,Mocha's mom
B00VKLBU3Y,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,5.0,Lou1492
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5.0,D. Miyao
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5.0,dm
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,4.0,Corey Clarke
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5.0,A.C
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,3.0,Vincent Pompei
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5.0,Bob
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5.0,JB 85
B01LW1MS9C,Amazon,Amazon Devices,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5.0,C. Morrow
B010BWYP20,Amazon,Amazon Devices,Fire Kids Edition Tablet,,4.0,Clarissa Marshall
B010BWYP20,Amazon,Amazon Devices,Fire Kids Edition Tablet,,1.0,Peter Rodick
B010BWYP20,Amazon,Amazon Devices,Fire Kids Edition Tablet,,3.0,rdbud
B00VKM5NFY,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,5.0,Irene
B00VKM5NFY,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,3.0,FreeSpirit
B00VKM5NFY,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,5.0,Mocha's mom
B00VKM5NFY,Amazon,Amazon Devices,Fire HD 10 Tablet with Alexa,,5.0,Lou1492
B01KIOU4EO,Amazon,Amazon Devices,Echo Show - Black,,4.0,RPL
B01KIOU4EO,Amazon,Amazon Devices,Echo Show - Black,,4.0,Ni
B01KIOU4EO,Amazon,Amazon Devices,Echo Show - Black,,5.0,Quentin Moore
B01KIOU4EO,Amazon,Amazon Devices,Echo Show - Black,,3.0,Ni
B01KIOU4EO,Amazon,Amazon Devices,Echo Show - Black,,5.0,kas9103
B01KIOU4EO,Amazon,Amazon Devices,Echo Show - Black,,5.0,Sandbagger
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,5.0,Sandy
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,3.0,donna
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,5.0,Amazon Customer
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,5.0,GMA
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,3.0,Sara B
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,3.0,Giacomo
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,3.0,gamecrazy
B0117U8JSG,Amazon,Amazon Devices,Certified Refurbished Fire HD 10 Tablet,,5.0,G Fontaine
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,4.0,Dixie Bee
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,5.0,Alex Johnson
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,5.0,Beaches
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,5.0,Amazon Customer
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,1.0,James H Mann
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,4.0,Shannon S.
B01A08ECQY,Amazon,Amazon Devices,Certified Refurbished Kindle E-reader - Black,,1.0,Daniel Altenburg
B01J2G4VBG,Amazon,Amazon Devices,Kindle Voyage E-reader,,5.0,J. Chambers
B01J2G4VBG,Amazon,Amazon Devices,Kindle Voyage E-reader,,5.0,K.E. Fuhrmann
B01J2G4VBG,Amazon,Amazon Devices,Kindle Voyage E-reader,,3.0,sam
B00QJDS7I4,Amazon,Amazon Devices,Kindle Paperwhite E-reader - Black,,5.0,BShaw
B00QJDS7I4,Amazon,Amazon Devices,Kindle Paperwhite E-reader - Black,,5.0,Desert Rat
B00QJDS7I4,Amazon,Amazon Devices,Kindle Paperwhite E-reader - Black,,5.0,J. Chambers
B00U879XZ8,Amazon,Amazon Devices,Certified Refurbished Kindle Paperwhite E-reader - Black,,5.0,BShaw
B00U879XZ8,Amazon,Amazon Devices,Certified Refurbished Kindle Paperwhite E-reader - Black,,5.0,Desert Rat
B00U879XZ8,Amazon,Amazon Devices,Certified Refurbished Kindle Paperwhite E-reader - Black,,5.0,J. Chambers
B010EK1GOE,Amazon,Amazon Devices,Kindle Oasis with Leather Charging Cover - Black,,5.0,Kenneth Jung
B010EK1GOE,Amazon,Amazon Devices,Kindle Oasis with Leather Charging Cover - Black,,5.0,Phil (not) in Magnolia
B010EK1GOE,Amazon,Amazon Devices,Kindle Oasis with Leather Charging Cover - Black,,2.0,Pedro P. Cunha
B00LWHUB9A,Amazon,Amazon Devices,Fire HDX 8.9 Tablet,,5.0,Liberty Standard
B00LWHUB9A,Amazon,Amazon Devices,Fire HDX 8.9 Tablet,,3.0,Christopher Le
B00LWHUB9A,Amazon,Amazon Devices,Fire HDX 8.9 Tablet,,5.0,Michael Gallagher
B00ZS0G0PG,Amazon,Amazon Devices,Kindle Oasis E-reader with Leather Charging Cover - Walnut,,5.0,Phil (not) in Magnolia
B00ZS0G0PG,Amazon,Amazon Devices,Kindle Oasis E-reader with Leather Charging Cover - Walnut,,5.0,J. Chambers
B00ZS0G0PG,Amazon,Amazon Devices,Kindle Oasis E-reader with Leather Charging Cover - Walnut,,3.0,S. Goldstein
B00ZS0G0PG,Amazon,Amazon Devices,Kindle Oasis E-reader with Leather Charging Cover - Walnut,,5.0,Lyn Craven
B01A08E70K,Amazon,Amazon Devices,Kindle E-reader - Black,,5.0,MissOliviaP
B01A08E70K,Amazon,Amazon Devices,Kindle E-reader - Black,,5.0,Rustic
B01A08E70K,Amazon,Amazon Devices,Kindle E-reader - Black,,5.0,Sara Krzykowski
B01A08E70K,Amazon,Amazon Devices,Kindle E-reader - Black,,5.0,Alex
B01A08E70K,Amazon,Amazon Devices,Kindle E-reader - Black,,5.0,Dina
B01A08E70K,Amazon,Amazon Devices,Kindle E-reader - Black,,5.0,Linda S Fox
B00PD81ETU,Amazon,Amazon Devices,Certified Refurbished Kindle Voyage E-reader with Special Offers,,5.0,J. Chambers
B00PD81ETU,Amazon,Amazon Devices,Certified Refurbished Kindle Voyage E-reader with Special Offers,,5.0,K.E. Fuhrmann
B00PD81ETU,Amazon,Amazon Devices,Certified Refurbished Kindle Voyage E-reader with Special Offers,,3.0,sam
B06XDD27LJ,Amazon,Amazon Devices,Certified Refurbished Echo Dot (2nd Generation) - Black,,5.0,Snowmass
B06XDD27LJ,Amazon,Amazon Devices,Certified Refurbished Echo Dot (2nd Generation) - Black,,5.0,Robert Beeman
B06XDD27LJ,Amazon,Amazon Devices,Certified Refurbished Echo Dot (2nd Generation) - Black,,5.0,Philip J. Bohlken
B06XDD27LJ,Amazon,Amazon Devices,Certified Refurbished Echo Dot (2nd Generation) - Black,,4.0,Amazon Customer
B06XDD27LJ,Amazon,Amazon Devices,Certified Refurbished Echo Dot (2nd Generation) - Black,,5.0,Marianne Rattan
B06XDD27LJ,Amazon,Amazon Devices,Certified Refurbished Echo Dot (2nd Generation) - Black,,5.0,mark d.
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Dallas
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,5.0,Mandy
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Gregory P. Baker
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Mandy
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,William Hardin
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,4.0,Dallas
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,5.0,William Hardin
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,4.0,Gregory P. Baker
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Bill-NM
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,b52john
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,5.0,Spiral42 Trivia Fanatic
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Debora Helen Akers
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Audrey Macedo-Burman
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,5.0,Alice
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Gena Mueller
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Nuknuk
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,JDB
B00CX5P8FC,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",Amazon Fire TV,,0.0,Bron Bron
